"","GTEX.117XS.0526.SM.5987Q","GTEX.11DXY.0426.SM.5H12R","GTEX.11EQ8.0826.SM.5N9FG","GTEX.11EQ9.0626.SM.5A5K1","GTEX.11GSO.0626.SM.5A5LW","GTEX.1211K.0726.SM.5FQUW","GTEX.131XF.1826.SM.5EGKG","GTEX.131YS.0726.SM.5P9G9","GTEX.132NY.1026.SM.5P9IY","GTEX.13O21.2226.SM.5MR3L","GTEX.13O3P.0726.SM.5J2OM","GTEX.R55E.0826.SM.2TC5M","GTEX.TKQ1.0126.SM.33HB3","GTEX.WOFL.0726.SM.3MJG4","GTEX.WYBS.1926.SM.3NM8N","GTEX.YFCO.0326.SM.4W1ZP","GTEX.ZE7O.1126.SM.57WC8","GTEX.ZLWG.0526.SM.4WWFB","GTEX.ZPCL.0126.SM.4WWC8","GTEX.ZZ64.0126.SM.5GZXA"
"ENSG00000207056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237402",1,3,0,0,2,5,0,4,1,1,3,0,1,3,0,3,1,2,0,0
"ENSG00000237728",0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225126",0,0,1,3,0,0,0,0,3,0,0,0,0,0,2,1,1,1,2,0
"ENSG00000270171",10,2,2,2,4,4,4,2,12,6,5,2,2,14,4,2,4,2,3,2
"ENSG00000270035",20,9,0,1,0,41,6,3,8,5,9,4,0,8,0,4,0,6,8,10
"ENSG00000269978",7,5,4,4,4,16,5,13,12,7,12,4,3,11,16,8,6,5,12,3
"ENSG00000049245",4079,6236,5626,5495,5162,4669,3746,5882,4480,4820,3911,5504,8796,6441,7567,6332,4848,5756,5023,4975
"ENSG00000269925",43,41,106,48,9,31,20,52,44,48,74,24,83,58,55,43,43,17,25,36
"ENSG00000049246",674,6755,3330,1840,2554,6431,1774,3099,3127,630,3297,1309,7127,1861,3487,1546,1746,1442,1208,1494
"ENSG00000236266",8,40,24,21,7,27,5,5,24,5,28,3,62,22,13,10,18,8,14,9
"ENSG00000049247",5,0,12,0,1,7,0,14,3,0,5,2,13,2,2,2,2,17,10,0
"ENSG00000049249",8,10,24,2,0,0,4,59,6,8,9,0,10,6,3,8,28,2,0,0
"ENSG00000270330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000116288",6097,9782,8121,11110,8824,6931,7477,9676,10076,10748,5792,7104,14783,8680,16561,19255,5813,17764,13976,11230
"ENSG00000200344",0,1,0,2,0,0,1,1,1,3,1,0,3,1,2,1,0,0,0,0
"ENSG00000116285",29150,23066,5349,9167,14771,8624,5476,6200,7627,9267,16168,3173,19005,15005,12628,7098,4984,11967,5332,20859
"ENSG00000238290",52,24,34,14,194,28,19,88,128,57,59,42,31,24,47,68,33,18,41,36
"ENSG00000232848",0,0,3,0,7,1,0,1,2,0,3,1,2,0,2,4,2,4,1,8
"ENSG00000229305",2,0,0,0,2,1,0,2,3,0,0,2,1,0,0,6,0,0,0,0
"ENSG00000200975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227634",3,0,0,2,21,2,0,1,3,0,2,0,1,0,0,1,3,2,0,0
"ENSG00000233645",0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0
"ENSG00000265414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251977",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162426",146,296,98,466,64,108,204,405,206,370,200,229,293,375,241,330,231,412,424,274
"ENSG00000252254",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"ENSG00000142599",8612,10274,17857,26207,16625,14983,14673,19552,18167,19969,16364,10048,25004,18106,17938,23745,9991,25285,17027,22723
"ENSG00000232912",14,28,33,19,17,15,15,55,29,45,30,13,30,44,44,25,23,21,13,38
"ENSG00000221083",1,0,1,0,1,0,0,1,0,2,2,2,0,2,1,2,2,1,0,0
"ENSG00000270282",2,0,0,0,3,2,0,0,7,0,1,5,1,0,0,2,4,0,0,0
"ENSG00000234619",0,1,2,0,1,1,0,0,3,0,4,0,3,3,1,5,0,3,0,1
"ENSG00000224315",0,4,1,2,1,0,5,1,4,1,3,0,2,0,4,7,2,3,2,1
"ENSG00000222511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000226545",0,0,0,0,1,0,0,1,1,0,3,0,0,0,2,3,0,1,0,0
"ENSG00000228423",0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0
"ENSG00000229716",0,3,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,2,0,1
"ENSG00000074800",13231,26678,10730,42871,12323,19629,20236,24208,22983,30174,18976,15545,53791,34400,39227,44780,11717,53375,42704,39269
"ENSG00000236269",5,8,2,3,0,10,2,4,6,6,14,0,15,20,4,2,1,4,7,15
"ENSG00000230679",13,10,1,4,15,28,9,39,40,22,7,29,52,9,41,39,14,42,14,18
"ENSG00000201725",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0
"ENSG00000238249",2,1,1,1,1,0,0,4,3,5,2,1,4,2,5,0,2,1,5,3
"ENSG00000232208",0,0,1,0,0,0,0,2,2,0,1,0,2,0,0,0,0,0,0,0
"ENSG00000232663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000131686",0,0,4,5,2,3,0,4,0,4,0,0,3,1,0,0,1,3,0,7
"ENSG00000265141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197241",10,1,2,6,11,4,0,1,7,6,0,5,4,5,0,6,5,9,14,12
"ENSG00000142583",57,62,148,78,11,53,87,230,62,40,55,62,262,234,104,57,66,264,50,45
"ENSG00000252404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180758",616,740,920,1038,438,490,816,794,912,1051,586,340,1545,614,1160,1326,319,1544,790,836
"ENSG00000207865",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,1
"ENSG00000228526",0,1,3,1,9,2,6,7,5,6,0,1,1,2,4,6,1,6,8,2
"ENSG00000234546",29,34,51,30,55,16,38,70,50,37,33,8,101,50,89,55,27,84,39,42
"ENSG00000049239",4113,4440,6163,9771,7545,6977,5301,9258,6166,8494,7647,6618,11694,8568,9694,9473,4572,9684,7135,10157
"ENSG00000252841",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171621",3742,3243,2593,4228,1526,2263,1424,1690,1599,3331,2454,1054,5621,3203,4105,4705,1867,3975,4784,5326
"ENSG00000252956",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000235263",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000171612",580,740,850,1134,646,514,693,455,603,737,337,387,1066,475,1081,1892,293,1118,1110,1065
"ENSG00000231181",11,20,12,38,0,18,24,11,11,26,26,7,23,11,10,23,4,21,16,23
"ENSG00000188807",724,959,913,1563,969,913,883,1491,1550,1416,900,1036,1555,1062,1248,1557,779,1450,1333,1158
"ENSG00000171608",958,1721,3075,1410,792,489,656,3958,1518,1295,1994,761,1514,1426,1972,1161,2148,1171,1453,1166
"ENSG00000179840",0,2,1,4,0,0,6,2,0,4,0,1,6,0,1,1,1,4,0,0
"ENSG00000233268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000231789",100,166,270,68,224,159,65,226,199,137,105,147,101,104,395,200,140,149,132,132
"ENSG00000171603",9058,10139,10168,10502,11512,8566,7170,16358,9958,10075,7541,12427,13579,8317,14150,10945,8854,12847,12100,9424
"ENSG00000271264",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000178585",1240,1817,1333,3851,2978,3236,2136,2040,1982,2784,1226,1965,4564,1479,5345,3711,1081,3411,2722,3133
"ENSG00000162441",592,804,890,890,655,646,566,860,738,823,499,856,1182,779,973,949,733,1160,837,689
"ENSG00000228150",1,8,2,10,3,11,6,1,5,19,4,6,15,8,13,9,4,5,10,5
"ENSG00000173614",336,664,758,619,422,560,496,725,1093,895,475,490,867,706,955,1153,356,703,894,785
"ENSG00000202415",1,2,4,5,5,2,2,0,9,4,5,1,2,10,5,3,1,1,1,4
"ENSG00000265521",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000162444",768,849,781,777,565,444,756,1172,1106,885,483,954,1049,1090,1856,2073,824,1275,1306,734
"ENSG00000225786",0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0
"ENSG00000130939",2502,2760,5824,5491,5016,3409,2736,4815,4473,5012,4700,3526,7103,3691,6969,6422,2880,5358,4642,4553
"ENSG00000224340",0,1,0,1,0,2,2,0,0,6,0,0,1,0,0,0,0,0,0,0
"ENSG00000233623",0,3,0,2,4,2,1,2,2,1,1,0,6,0,5,3,0,1,2,4
"ENSG00000201746",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"ENSG00000054523",3832,4398,3591,6840,3697,4227,3381,4569,4459,6061,4523,4160,8351,5210,7107,6066,2885,5717,4824,6519
"ENSG00000264881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199562",0,2,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,2
"ENSG00000265945",1,4,1,3,0,6,4,3,4,3,3,3,5,2,3,12,1,0,3,11
"ENSG00000142657",3337,5717,4474,10905,5937,4983,3714,6278,5794,7526,2795,5546,10489,5352,8724,14999,2417,14158,8332,8045
"ENSG00000271989",0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0
"ENSG00000175279",500,590,959,617,1106,519,529,712,802,670,349,759,1083,486,978,1414,444,1010,875,558
"ENSG00000241563",48,73,217,85,129,50,77,102,106,90,51,91,68,89,65,261,58,98,88,54
"ENSG00000160049",1129,1777,3192,2434,1548,1608,1379,2206,1970,2090,1567,2145,2871,2083,2505,2560,1553,2508,2453,1690
"ENSG00000142655",1038,1381,1226,1767,1329,1349,1027,1726,1527,1509,979,998,2108,1199,1779,1995,979,2080,1483,1447
"ENSG00000243267",1,0,2,0,0,3,2,4,5,2,5,2,16,0,1,4,3,5,2,3
"ENSG00000130940",1137,811,624,1597,563,611,781,802,1195,1300,1541,728,1661,735,1335,1294,364,935,787,1169
"ENSG00000272078",267,183,79,272,43,76,105,81,208,189,302,52,161,230,250,87,93,126,78,203
"ENSG00000225158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175262",34,31,38,21,19,11,29,81,48,41,13,18,23,12,15,20,18,19,19,4
"ENSG00000215785",0,0,0,3,1,0,0,3,7,1,0,0,2,4,2,0,0,0,0,0
"ENSG00000264181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120948",9489,11603,14049,15772,9823,11376,9629,15407,15902,12757,14903,6634,22288,15662,16689,14219,8127,16192,11049,14376
"ENSG00000009724",60,175,308,385,112,345,451,618,273,225,323,116,735,249,118,245,61,292,164,230
"ENSG00000271895",340,382,843,615,663,518,539,1090,690,503,759,612,1500,715,721,981,457,475,394,452
"ENSG00000116649",1055,1984,1754,2781,1317,1465,1488,2075,2657,2194,1933,1968,4291,4671,2813,3119,1688,3639,2801,2179
"ENSG00000171824",2949,4029,4193,5183,3455,3233,2980,5748,4138,4220,3659,2696,7995,5346,4863,3571,3183,4153,3618,3996
"ENSG00000226849",254,324,268,468,119,248,232,550,522,439,328,186,491,644,354,318,249,246,206,298
"ENSG00000230337",3,2,5,2,4,1,2,11,5,6,2,0,5,5,0,6,0,3,2,5
"ENSG00000198793",2756,4592,3405,6797,4761,4545,4122,6232,5266,5174,2813,4578,9380,6101,6115,4665,2912,6673,5254,5134
"ENSG00000225602",0,0,1,1,0,1,3,1,1,1,1,1,0,0,0,0,0,0,2,4
"ENSG00000253086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271794",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000171819",75,78,30,75,4,103,60,21,12,10,15,40,64,19,41,16,97,21,64,168
"ENSG00000207451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238173",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ENSG00000120942",449,923,768,1389,1121,1136,842,1182,749,1007,590,1025,2057,619,1042,1414,635,1635,1302,1270
"ENSG00000238199",1,3,0,6,2,0,5,3,0,1,0,0,9,2,0,2,0,1,1,1
"ENSG00000224338",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204624",3,10,13,16,4,9,14,48,15,24,22,6,61,8,2,11,22,8,12,24
"ENSG00000235643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116661",469,442,923,641,975,485,494,1126,413,387,513,602,479,284,1427,1021,399,789,865,539
"ENSG00000132879",3645,3158,5858,4506,4873,3956,2987,6900,5050,3443,6925,3181,6070,5240,6539,5741,2717,4344,4036,2963
"ENSG00000116663",358,342,670,567,682,382,352,654,426,444,361,437,646,500,822,623,376,699,662,498
"ENSG00000116670",547,524,826,781,830,636,452,949,724,511,967,649,1204,1441,1180,920,581,961,1053,508
"ENSG00000162490",3,13,10,2,10,4,5,21,11,4,5,1,12,4,11,8,14,10,7,1
"ENSG00000177674",1424,1826,1943,2033,1967,1746,1412,3086,2870,2215,2369,1412,2707,3034,4188,3984,1475,2848,2701,2340
"ENSG00000215910",3,2,4,2,0,2,2,2,1,3,2,3,0,4,2,1,0,4,3,4
"ENSG00000177553",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1
"ENSG00000177000",2285,3585,4828,4492,3014,3390,3665,5590,4722,4003,2458,2542,7855,5248,6549,4936,1898,5476,3749,5650
"ENSG00000011021",3779,3543,4637,5395,3767,3288,2969,5603,5140,4664,4440,2371,6740,5385,4850,4692,2890,3503,3149,4129
"ENSG00000242349",68,80,201,217,51,69,130,200,115,158,121,35,480,239,154,93,128,138,82,127
"ENSG00000175206",297,47,70,199,112,87,77,62,31,59,285,1,60,75,77,76,47,41,614,147
"ENSG00000120937",63,6,3,10,7,96,3,2,2,2,27,7,0,6,6,4,0,6,54,1
"ENSG00000224904",1,3,5,2,0,7,2,12,18,1,5,0,10,5,2,0,3,6,5,4
"ENSG00000199347",0,1,4,0,11,0,1,3,2,0,1,0,2,3,0,2,1,1,1,0
"ENSG00000201801",0,0,1,0,5,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000116685",2481,3824,3720,3499,4385,3192,2801,5576,3978,3600,2064,4016,4317,2664,5731,5937,2481,5117,4805,3529
"ENSG00000083444",3028,3960,14231,5306,6859,3077,2993,5534,6419,5391,3727,5001,7124,8210,7603,8395,3677,7148,7540,3856
"ENSG00000116688",7324,8347,6290,13324,12419,11949,8027,10005,9744,11635,5448,7141,17219,8188,14261,12518,4681,14900,11464,12478
"ENSG00000270914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116691",1432,1508,2625,1951,2936,2113,1141,2606,2467,2324,2034,1432,2662,3328,3045,2943,1432,2169,2058,1474
"ENSG00000202461",1,1,4,0,0,4,1,1,2,8,13,0,0,5,4,1,1,0,1,1
"ENSG00000243539",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000120949",26,51,18,22,12,23,21,73,23,30,32,23,37,56,19,22,34,40,26,9
"ENSG00000201135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227875",0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0
"ENSG00000028137",1169,1330,1537,2724,808,1208,1377,3481,1640,1742,3138,1757,2501,4768,1940,1612,1634,2810,1762,2155
"ENSG00000263676",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000225196",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"ENSG00000252969",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000048707",6070,7385,9807,16137,13500,12051,10126,10487,9341,12273,16930,9513,23449,8829,14000,13332,5825,18216,12102,19845
"ENSG00000239149",12,8,12,20,11,15,18,20,15,14,69,2,56,19,10,19,9,29,18,32
"ENSG00000229484",0,2,5,2,3,0,1,1,2,1,1,0,3,2,0,0,0,7,0,2
"ENSG00000162496",5585,4719,9968,14691,17399,15238,9546,7520,7310,13588,13804,4218,18912,5019,14339,26223,4630,15641,12756,19615
"ENSG00000221340",4,3,3,9,0,4,7,2,0,2,5,0,11,0,2,9,1,11,1,5
"ENSG00000272482",14,35,34,25,23,45,28,26,35,24,111,7,18,16,28,39,25,49,33,52
"ENSG00000204518",0,2,2,0,0,2,3,9,2,1,0,1,0,0,0,0,2,2,0,6
"ENSG00000226166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188984",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000238771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157330",35,35,44,0,0,0,6,10,96,2,2,17,11,0,0,1,42,0,0,0
"ENSG00000116726",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000116721",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000228338",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"ENSG00000204513",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231103",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179172",4,3,6,4,2,0,0,3,0,0,4,2,0,6,4,0,1,2,0,2
"ENSG00000120952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250894",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000204508",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"ENSG00000239810",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000250113",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179412",0,0,2,0,0,0,0,1,0,0,0,2,0,1,2,0,1,1,0,0
"ENSG00000224199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000229571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204502",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000231219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204495",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204480",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162494",5,8,0,0,1,2,0,4,4,0,0,1,16,2,2,1,2,0,13,0
"ENSG00000259961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215909",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162493",629,920,673,815,15,224,157,296,516,607,685,537,2210,947,712,236,541,446,1765,807
"ENSG00000222952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237445",0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"ENSG00000253085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116731",5671,4480,6949,6922,6450,3951,4002,7062,5797,5910,7417,3662,8143,6366,7252,5384,4171,5995,5058,6489
"ENSG00000252151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231606",0,1,2,0,1,0,5,3,0,1,0,0,0,5,0,5,0,2,3,1
"ENSG00000234593",0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0
"ENSG00000189337",1141,878,3043,2294,1707,1783,1400,2198,2938,2424,1945,1262,2666,2629,1473,2848,1133,2503,1989,2143
"ENSG00000235829",0,0,0,1,0,0,0,0,2,0,2,0,0,2,2,0,0,1,0,0
"ENSG00000175147",9,8,16,7,2,12,5,10,6,12,14,1,9,10,10,5,11,16,6,3
"ENSG00000171729",478,433,675,469,166,378,275,521,478,438,325,392,647,268,484,457,457,463,525,435
"ENSG00000204464",0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,2,0,0,1,0
"ENSG00000215720",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,2
"ENSG00000142621",160,370,90,115,28,36,61,191,420,129,87,222,244,216,41,72,124,165,71,139
"ENSG00000233485",115,208,32,125,42,35,54,103,115,97,81,121,173,89,58,155,79,107,135,131
"ENSG00000236045",8,14,6,11,2,9,8,12,14,6,4,10,18,8,8,7,4,18,6,15
"ENSG00000228140",8,48,18,9,6,8,3,23,18,7,19,21,36,19,9,28,12,28,5,13
"ENSG00000142634",2591,6671,3710,4500,2459,3576,2550,5296,8275,3622,4343,4845,7443,7064,6118,5010,2896,5530,4046,4623
"ENSG00000162438",20,83,18,107,60,9,2,104,228,4,15,2,42,139,33,17,21,64,48,5
"ENSG00000142615",3,27,11,97,53,1,2,68,6,0,1,2,0,13,16,13,3,56,41,0
"ENSG00000215704",3,7,6,25,8,5,6,11,2,5,3,6,2,3,10,9,2,18,5,6
"ENSG00000132906",3180,2553,4214,2684,3510,1574,2064,4171,3733,2510,3176,1959,3942,3401,5514,3454,1433,3731,1658,1369
"ENSG00000116138",1044,1304,2081,2491,1251,1900,1514,2063,2074,2209,1935,1144,3452,1771,1912,2999,1056,1987,1614,1712
"ENSG00000251866",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000272510",3,1,9,10,1,0,3,11,4,7,11,0,8,3,0,7,2,4,1,1
"ENSG00000116771",21,31,23,38,8,24,20,84,85,50,16,32,40,34,33,54,25,39,41,11
"ENSG00000237301",8,29,20,13,24,34,17,98,90,46,53,20,64,53,40,43,22,22,38,24
"ENSG00000235084",29,13,18,19,21,9,13,40,29,25,25,34,16,10,51,49,22,34,50,15
"ENSG00000252417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236500",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"ENSG00000197312",1444,2143,2000,2980,1863,1771,1677,2892,3413,2548,2638,1460,3532,3370,2912,2208,1687,2244,1779,2358
"ENSG00000271742",3,4,0,8,1,0,5,6,0,4,2,2,7,3,0,3,0,0,2,1
"ENSG00000116786",3762,4146,6972,7684,6231,5006,4385,6646,5050,6184,5959,4721,9279,8145,9077,6045,4149,7828,7229,7033
"ENSG00000237938",18,23,24,53,12,18,26,27,32,28,34,20,38,25,12,6,11,21,22,29
"ENSG00000162461",233,329,1560,320,653,349,251,643,639,622,1228,312,611,999,603,480,403,378,349,421
"ENSG00000162460",0,0,0,4,0,1,0,0,5,3,0,0,0,5,3,2,2,1,0,3
"ENSG00000224459",0,0,0,0,0,3,7,0,2,0,1,0,3,5,2,0,0,2,2,2
"ENSG00000162458",1176,4399,1875,3466,1702,1634,2094,1380,1991,2489,2126,1558,5271,8239,3231,3187,1973,3010,3280,2875
"ENSG00000224321",5,6,2,9,1,6,0,4,6,4,5,9,2,1,4,6,3,3,3,2
"ENSG00000233954",167,93,334,275,215,179,187,144,185,118,125,202,244,242,293,245,100,360,206,269
"ENSG00000178715",16,12,15,10,17,16,2,14,29,11,13,81,6,13,19,18,6,7,6,1
"ENSG00000179743",355,353,689,492,590,296,307,720,580,432,404,445,548,425,623,741,327,526,547,457
"ENSG00000065526",7905,8013,16783,15484,8909,12981,9568,12643,9062,11628,13265,9758,17385,10920,11876,7675,6093,11419,9293,13474
"ENSG00000238818",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000270620",0,2,0,1,1,0,0,0,4,0,0,1,0,0,0,1,0,0,0,1
"ENSG00000116809",2438,2601,3717,4483,2861,2364,2376,3774,3832,3366,3713,2013,5002,4424,4032,3704,2254,3337,2859,2940
"ENSG00000234607",0,1,0,0,0,0,1,0,1,0,3,4,2,0,16,0,0,2,0,0
